       1       197.75765   0.00348198       3171.3005
       2       197.61329  -0.00646039       3171.3020
       3       197.46892  -0.00398855       3171.3036
       4       197.32455  -0.00623477       3171.3051
       5       197.18018   0.00194782       3171.3066
       6       197.03581   0.00666510       3171.3081
       7       196.89144  -0.00172986       3171.3097
       8       196.74708  -0.00682233       3171.3112
       9       196.60271   0.00694903       3171.3127
      10       196.45834   0.00328867       3171.3142
      11       196.31397   0.00574340       3171.3158
      12       196.16961  -0.00614778       3171.3173
      13       196.02524 -0.000697811       3171.3188
      14       195.88087   0.00213898       3171.3203
      15       195.73651   0.00436258       3171.3219
      16       195.59214  0.000967139       3171.3234
      17       195.44777  0.000358024       3171.3249
      18       195.30341   0.00707429       3171.3264
      19       195.15904 -0.000153832       3171.3280
      20       195.01467  -0.00354821       3171.3295
      21       194.87031   0.00601358       3171.3310
      22       194.72594   0.00134438       3171.3325
      23       194.58158   0.00338390       3171.3341
      24       194.43721   0.00703401       3171.3356
      25       194.29284   0.00101178       3171.3371
      26       194.14848   -0.0153876       3171.3386
      27       194.00411 -0.000617426       3171.3402
      28       193.85975 -0.000820060       3171.3417
      29       193.71538  0.000616211       3171.3432
      30       193.57102    0.0132923       3171.3448
      31       193.42666  -0.00495217       3171.3463
      32       193.28229  -0.00179944       3171.3478
      33       193.13793  -0.00183236       3171.3493
      34       192.99356  -0.00390246       3171.3509
      35       192.84920  0.000296235       3171.3524
      36       192.70483  0.000819847       3171.3539
      37       192.56047  -0.00233239       3171.3554
      38       192.41611   -0.0104281       3171.3570
      39       192.27174  0.000967665       3171.3585
      40       192.12738 -0.000175359       3171.3600
      41       191.98302    0.0148467       3171.3615
      42       191.83865  -0.00898811       3171.3631
      43       191.69429   0.00711657       3171.3646
      44       191.54993  -0.00531724       3171.3661
      45       191.40557   0.00972981       3171.3676
      46       191.26120   0.00201937       3171.3692
      47       191.11684  -0.00395847       3171.3707
      48       190.97248    0.0114358       3171.3722
      49       190.82812  -0.00234383       3171.3737
      50       190.68375   0.00117779       3171.3753
      51       190.53939  -0.00582343       3171.3768
      52       190.39503  -0.00352716       3171.3783
      53       190.25067   -0.0116255       3171.3798
      54       190.10631 -0.000120909       3171.3814
      55       189.96195   0.00375234       3171.3829
      56       189.81759   -0.0122613       3171.3844
      57       189.67322   0.00468072       3171.3859
      58       189.52886 -0.000170330       3171.3875
      59       189.38450   0.00330550       3171.3890
      60       189.24014  -0.00581956       3171.3905
      61       189.09578   0.00291876       3171.3921
      62       188.95142  -0.00418711       3171.3936
      63       188.80706  0.000930573       3171.3951
      64       188.66270  0.000958020       3171.3966
      65       188.51834  -0.00770220       3171.3982
