       1       201.18814  -0.00859970 -0.000725042       3099.3455
       2       201.04042   0.00426322 -0.000447584       3099.3470
       3       200.89270   -0.0116284   0.00201363       3099.3486
       4       200.74498   0.00711781   -0.0100261       3099.3501
       5       200.59726  -0.00139490   0.00654494       3099.3516
       6       200.44953    0.0105785  -0.00516869       3099.3531
       7       200.30181   -0.0102197   -0.0121883       3099.3547
       8       200.15409    0.0103802   0.00478525       3099.3562
       9       200.00637 -0.000315336   -0.0101482       3099.3577
      10       199.85865  -0.00930922   0.00546406       3099.3592
      11       199.71093    0.0120571 -0.000186335       3099.3608
      12       199.56321  -0.00356807   -0.0105104       3099.3623
      13       199.41549   0.00282256   -0.0116477       3099.3638
      14       199.26777   0.00612062   0.00653941       3099.3653
      15       199.12005   0.00122082  -0.00862369       3099.3669
      16       198.97233  -0.00162525  -0.00769500       3099.3684
      17       198.82461   -0.0176823   -0.0108745       3099.3699
      18       198.67689   0.00115330   0.00322030       3099.3714
      19       198.52917  -0.00188681  1.77599e-05       3099.3730
      20       198.38145  -0.00123887   0.00432205       3099.3745
      21       198.23373   0.00850427  -0.00886304       3099.3760
      22       198.08601  -0.00673698   0.00478142       3099.3775
      23       197.93829  -0.00319649  -0.00950925       3099.3791
      24       197.79057   0.00897369    0.0146208       3099.3806
      25       197.64285   0.00754302  -0.00371131       3099.3821
      26       197.49514    0.0118002  -0.00862155       3099.3836
      27       197.34742   -0.0169534   -0.0153691       3099.3852
      28       197.19970    0.0107317  -0.00184191       3099.3867
      29       197.05198    0.0102306   -0.0198263       3099.3882
      30       196.90426   0.00119342 -1.33652e-06       3099.3898
      31       196.75655   -0.0110000  -0.00342507       3099.3913
      32       196.60883   -0.0109964   -0.0159041       3099.3928
      33       196.46111    0.0129906  -0.00534897       3099.3943
      34       196.31339  -0.00497728    0.0105814       3099.3959
      35       196.16568   0.00177100   0.00847562       3099.3974
      36       196.01796   0.00696193   0.00429138       3099.3989
      37       195.87024  0.000155891   0.00668179       3099.4004
      38       195.72252  -0.00537394   0.00394202       3099.4020
      39       195.57481    0.0181249   0.00428142       3099.4035
      40       195.42709    0.0139999    0.0133067       3099.4050
      41       195.27938   0.00383027  -0.00379242       3099.4065
      42       195.13166    0.0125392  -0.00401002       3099.4081
      43       194.98394    0.0101595   0.00592881       3099.4096
      44       194.83623 -2.76144e-05   0.00731186       3099.4111
      45       194.68851    0.0189209  -0.00463890       3099.4126
      46       194.54080   0.00426958  -0.00978317       3099.4142
      47       194.39308  -0.00409703   0.00371263       3099.4157
      48       194.24536   0.00290796   -0.0200642       3099.4172
      49       194.09765   -0.0173611   0.00206303       3099.4187
      50       193.94993  -0.00534213  -0.00994746       3099.4203
      51       193.80222  -0.00299350  -0.00544674       3099.4218
      52       193.65451   -0.0109061  -0.00220468       3099.4233
      53       193.50679   -0.0137356   -0.0113806       3099.4248
      54       193.35908  -0.00229272   0.00493862       3099.4264
      55       193.21136   0.00731585  -0.00129310       3099.4279
      56       193.06365   0.00545055  -0.00186816       3099.4294
      57       192.91593   0.00953166  0.000397056       3099.4309
      58       192.76822  0.000560352   0.00525612       3099.4325
      59       192.62051  -0.00439706    0.0104302       3099.4340
      60       192.47279  0.000954725  -0.00366670       3099.4355
      61       192.32508  -0.00395014   0.00908629       3099.4371
      62       192.17737   0.00503898    0.0164888       3099.4386
      63       192.02965   0.00494120   0.00889930       3099.4401
      64       191.88194   0.00149781   0.00230658       3099.4416
      65       191.73423  -0.00295124  -0.00235238       3099.4432
      66       191.58651   0.00603927   0.00620569       3099.4447
      67       191.43880   0.00912670   0.00949420       3099.4462
      68       191.29109    0.0109384    0.0100030       3099.4477
      69       191.14338   0.00934962   0.00459996       3099.4493
      70       190.99566   0.00219975  -0.00101239       3099.4508
      71       190.84795   0.00852033   -0.0144156       3099.4523
      72       190.70024   0.00716477    0.0110589       3099.4538
      73       190.55253   -0.0103924   0.00450823       3099.4554
      74       190.40482   0.00168464   -0.0118795       3099.4569
      75       190.25711 -0.000506048   0.00444511       3099.4584
      76       190.10939  -0.00146431    0.0104867       3099.4599
      77       189.96168    0.0116438    0.0128533       3099.4615
      78       189.81397   0.00125203   -0.0122371       3099.4630
      79       189.66626   -0.0151954    0.0135131       3099.4645
      80       189.51855   0.00639863   0.00955400       3099.4660
      81       189.37084   -0.0139912  -0.00294491       3099.4676
      82       189.22313   0.00475910   0.00267908       3099.4691
      83       189.07542   0.00792027    0.0107262       3099.4706
      84       188.92771   0.00575908   0.00900571       3099.4721
      85       188.78000    0.0136282    0.0115496       3099.4737
      86       188.63229  -0.00113046   0.00173617       3099.4752
      87       188.48458  -0.00108352  -0.00417791       3099.4767
      88       188.33687 -5.58120e-05    0.0199627       3099.4783
      89       188.18916   0.00986800   0.00936840       3099.4798
      90       188.04145  -0.00711449   -0.0108749       3099.4813
      91       187.89374   -0.0191023   -0.0142774       3099.4828
      92       187.74603   0.00187409  -0.00274899       3099.4844
      93       187.59833   -0.0107548  -0.00526579       3099.4859
      94       187.45062  -0.00798772  -0.00486844       3099.4874
      95       187.30291   0.00452721   -0.0104339       3099.4889
      96       187.15520  -0.00175018   0.00184529       3099.4905
      97       187.00749  -0.00794739   0.00249836       3099.4920
      98       186.85978   0.00455096  -0.00433327       3099.4935
      99       186.71208   0.00177263  -0.00742431       3099.4950
     100       186.56437   0.00490661   0.00277376       3099.4966
     101       186.41666   0.00616569  -0.00377605       3099.4981
     102       186.26895  -0.00635723    0.0122371       3099.4996
     103       186.12125   0.00355552   0.00111450       3099.5011
     104       185.97354  -0.00336528  -0.00178985       3099.5027
     105       185.82583 -0.000941081   0.00413056       3099.5042
     106       185.67812   0.00375163   0.00783361       3099.5057
     107       185.53042  -0.00728769   -0.0146399       3099.5072
     108       185.38271  0.000922076  -0.00403214       3099.5088
     109       185.23501  -0.00661770   -0.0104612       3099.5103
     110       185.08730   0.00759469   0.00751758       3099.5118
     111       184.93959   -0.0127422   0.00453581       3099.5133
     112       184.79189  -0.00133475   0.00609272       3099.5149
     113       184.64418  -0.00622256  -0.00252359       3099.5164
     114       184.49648   -0.0132471    0.0117495       3099.5179
     115       184.34877  -0.00869861   -0.0136638       3099.5195
     116       184.20106 -0.000138573   0.00783125       3099.5210
     117       184.05336  -0.00790419   0.00729468       3099.5225
     118       183.90565  -0.00832414   0.00873834       3099.5240
     119       183.75795   0.00801250  -0.00982734       3099.5256
     120       183.61024  -0.00650792  -0.00719581       3099.5271
     121       183.46254  -0.00893273   0.00231211       3099.5286
     122       183.31483   -0.0169901 -0.000307771       3099.5301
     123       183.16713    0.0161916   0.00405623       3099.5317
     124       183.01943 -0.000403268  -0.00920052       3099.5332
     125       182.87172   0.00760462   0.00543538       3099.5347
     126       182.72402    0.0196909   0.00423829       3099.5362
     127       182.57631  -0.00461234   0.00835632       3099.5378
     128       182.42861  -0.00172310  -0.00866491       3099.5393
     129       182.28091    0.0155505   -0.0118139       3099.5408
     130       182.13320   -0.0120933  -0.00654385       3099.5423
     131       181.98550   -0.0115117  -0.00639733       3099.5439
     132       181.83780   -0.0110578   -0.0106807       3099.5454
     133       181.69009    0.0188262    0.0102945       3099.5469
     134       181.54239  -0.00761879   0.00122341       3099.5484
     135       181.39469 -0.000583842  0.000975291       3099.5500
     136       181.24699  -0.00369816  -0.00125748       3099.5515
     137       181.09928   0.00449639   0.00172400       3099.5530
     138       180.95158  -0.00177547  -0.00606368       3099.5545
     139       180.80388    0.0113686  -0.00193857       3099.5561
     140       180.65618   -0.0229277   0.00175342       3099.5576
     141       180.50848   0.00629218    0.0136795       3099.5591
