       1       190.55040    0.0584265       3333.9185
       2       190.41308    0.0465667       3333.9200
       3       190.27575    0.0460170       3333.9216
       4       190.13843    0.0529463       3333.9231
       5       190.00111    0.0547115       3333.9246
       6       189.86378    0.0549371       3333.9261
       7       189.72646    0.0637593       3333.9277
       8       189.58914    0.0538050       3333.9292
       9       189.45182    0.0573858       3333.9307
      10       189.31449    0.0516957       3333.9322
      11       189.17717    0.0575510       3333.9338
      12       189.03985    0.0623528       3333.9353
      13       188.90253    0.0495084       3333.9368
      14       188.76520    0.0512583       3333.9383
      15       188.62788    0.0636438       3333.9399
      16       188.49056    0.0569592       3333.9414
      17       188.35324    0.0557777       3333.9429
      18       188.21592    0.0551769       3333.9444
      19       188.07860    0.0602978       3333.9460
      20       187.94127    0.0575293       3333.9475
      21       187.80395    0.0541649       3333.9490
      22       187.66663    0.0526479       3333.9505
      23       187.52931    0.0484980       3333.9521
      24       187.39199    0.0573448       3333.9536
      25       187.25467    0.0518505       3333.9551
      26       187.11735    0.0530616       3333.9566
      27       186.98003    0.0658072       3333.9582
      28       186.84271    0.0514950       3333.9597
      29       186.70539    0.0586345       3333.9612
      30       186.56807    0.0610796       3333.9628
      31       186.43075    0.0631865       3333.9643
      32       186.29343    0.0628852       3333.9658
      33       186.15611    0.0542408       3333.9673
      34       186.01879    0.0531243       3333.9689
      35       185.88147    0.0503766       3333.9704
      36       185.74415    0.0514885       3333.9719
      37       185.60683    0.0606983       3333.9734
      38       185.46951    0.0623431       3333.9750
      39       185.33219    0.0611267       3333.9765
      40       185.19488    0.0463004       3333.9780
      41       185.05756    0.0498727       3333.9795
      42       184.92024    0.0528130       3333.9811
      43       184.78292    0.0561217       3333.9826
      44       184.64560    0.0526195       3333.9841
      45       184.50828    0.0547936       3333.9856
      46       184.37097    0.0521479       3333.9872
      47       184.23365    0.0606656       3333.9887
      48       184.09633    0.0428077       3333.9902
      49       183.95901    0.0599745       3333.9917
      50       183.82170    0.0488776       3333.9933
      51       183.68438    0.0514004       3333.9948
      52       183.54706    0.0471722       3333.9963
      53       183.40974    0.0631977       3333.9978
      54       183.27243    0.0607500       3333.9994
      55       183.13511    0.0438121       3334.0009
      56       182.99779    0.0530402       3334.0024
      57       182.86048    0.0589716       3334.0039
      58       182.72316    0.0530133       3334.0055
      59       182.58584    0.0544745       3334.0070
      60       182.44853    0.0491511       3334.0085
      61       182.31121    0.0563782       3334.0101
      62       182.17390    0.0520213       3334.0116
      63       182.03658    0.0618290       3334.0131
      64       181.89926    0.0534364       3334.0146
      65       181.76195    0.0552719       3334.0162
      66       181.62463    0.0498232       3334.0177
      67       181.48732    0.0600950       3334.0192
      68       181.35000    0.0660475       3334.0207
      69       181.21269    0.0553451       3334.0223
      70       181.07537    0.0604530       3334.0238
      71       180.93806    0.0497280       3334.0253
      72       180.80074    0.0505635       3334.0268
      73       180.66343    0.0584060       3334.0284
      74       180.52611    0.0437228       3334.0299
      75       180.38880    0.0555228       3334.0314
      76       180.25149    0.0609653       3334.0329
      77       180.11417    0.0575912       3334.0345
      78       179.97686    0.0450205       3334.0360
      79       179.83954    0.0506024       3334.0375
      80       179.70223    0.0552630       3334.0390
      81       179.56492    0.0585908       3334.0406
      82       179.42760    0.0539581       3334.0421
      83       179.29029    0.0582887       3334.0436
      84       179.15298    0.0555462       3334.0451
      85       179.01566    0.0666520       3334.0467
      86       178.87835    0.0591849       3334.0482
      87       178.74104    0.0507131       3334.0497
      88       178.60373    0.0467704       3334.0513
      89       178.46641    0.0527977       3334.0528
      90       178.32910    0.0646644       3334.0543
      91       178.19179    0.0616971       3334.0558
      92       178.05448    0.0442747       3334.0574
      93       177.91716    0.0585592       3334.0589
      94       177.77985    0.0549971       3334.0604
      95       177.64254    0.0522568       3334.0619
      96       177.50523    0.0732432       3334.0635
      97       177.36792    0.0558432       3334.0650
      98       177.23061    0.0522443       3334.0665
      99       177.09329    0.0515754       3334.0680
     100       176.95598    0.0543668       3334.0696
     101       176.81867    0.0589189       3334.0711
     102       176.68136    0.0526051       3334.0726
     103       176.54405    0.0609688       3334.0741
     104       176.40674    0.0636802       3334.0757
     105       176.26943    0.0525800       3334.0772
     106       176.13212    0.0582136       3334.0787
     107       175.99481    0.0623413       3334.0802
     108       175.85750    0.0661364       3334.0818
     109       175.72019    0.0574302       3334.0833
     110       175.58288    0.0569603       3334.0848
     111       175.44557    0.0559559       3334.0863
     112       175.30826    0.0674993       3334.0879
     113       175.17095    0.0555468       3334.0894
     114       175.03364    0.0505049       3334.0909
     115       174.89633    0.0605828       3334.0925
     116       174.75902    0.0594243       3334.0940
     117       174.62171    0.0572409       3334.0955
     118       174.48440    0.0642277       3334.0970
     119       174.34709    0.0578065       3334.0986
     120       174.20979    0.0588938       3334.1001
     121       174.07248    0.0532259       3334.1016
     122       173.93517    0.0568724       3334.1031
     123       173.79786    0.0612595       3334.1047
     124       173.66055    0.0475914       3334.1062
     125       173.52324    0.0599785       3334.1077
     126       173.38594    0.0614276       3334.1092
     127       173.24863    0.0532942       3334.1108
     128       173.11132    0.0540839       3334.1123
     129       172.97401    0.0688127       3334.1138
     130       172.83671    0.0529926       3334.1153
     131       172.69940    0.0685894       3334.1169
     132       172.56209    0.0631319       3334.1184
     133       172.42478    0.0651855       3334.1199
     134       172.28748    0.0602884       3334.1214
     135       172.15017    0.0528765       3334.1230
     136       172.01286    0.0484662       3334.1245
     137       171.87556    0.0570216       3334.1260
     138       171.73825    0.0468360       3334.1275
     139       171.60095    0.0508350       3334.1291
     140       171.46364    0.0497793       3334.1306
     141       171.32633    0.0497990       3334.1321
     142       171.18903    0.0556329       3334.1336
     143       171.05172    0.0568228       3334.1352
     144       170.91442    0.0440769       3334.1367
     145       170.77711    0.0590915       3334.1382
     146       170.63980    0.0516713       3334.1398
     147       170.50250    0.0614155       3334.1413
     148       170.36519    0.0500218       3334.1428
     149       170.22789    0.0626835       3334.1443
     150       170.09058    0.0536978       3334.1459
     151       169.95328    0.0582427       3334.1474
     152       169.81598    0.0560258       3334.1489
     153       169.67867    0.0483383       3334.1504
     154       169.54137    0.0614440       3334.1520
     155       169.40406    0.0562174       3334.1535
     156       169.26676    0.0506560       3334.1550
     157       169.12945    0.0528534       3334.1565
     158       168.99215    0.0623395       3334.1581
     159       168.85485    0.0501964       3334.1596
     160       168.71754    0.0556224       3334.1611
     161       168.58024    0.0576298       3334.1626
     162       168.44294    0.0525904       3334.1642
     163       168.30563    0.0524899       3334.1657
     164       168.16833    0.0506483       3334.1672
     165       168.03103    0.0550037       3334.1687
     166       167.89372    0.0514699       3334.1703
