       1       201.18814    0.0598517    0.0686891       3099.3455
       2       201.04042    0.0727146    0.0689665       3099.3470
       3       200.89270    0.0568231    0.0714276       3099.3486
       4       200.74498    0.0755694    0.0593879       3099.3501
       5       200.59726    0.0670568    0.0759588       3099.3516
       6       200.44953    0.0790302    0.0642451       3099.3531
       7       200.30181    0.0582321    0.0572254       3099.3547
       8       200.15409    0.0788320    0.0741989       3099.3562
       9       200.00637    0.0681366    0.0592653       3099.3577
      10       199.85865    0.0591428    0.0748775       3099.3592
      11       199.71093    0.0805092    0.0692271       3099.3608
      12       199.56321    0.0648841    0.0589030       3099.3623
      13       199.41549    0.0712748    0.0577655       3099.3638
      14       199.26777    0.0745730    0.0759526       3099.3653
      15       199.12005    0.0696732    0.0607894       3099.3669
      16       198.97233    0.0668272    0.0617180       3099.3684
      17       198.82461    0.0507703    0.0585384       3099.3699
      18       198.67689    0.0696059    0.0726332       3099.3714
      19       198.52917    0.0665659    0.0694306       3099.3730
      20       198.38145    0.0672139    0.0737348       3099.3745
      21       198.23373    0.0769571    0.0605496       3099.3760
      22       198.08601    0.0617160    0.0741940       3099.3775
      23       197.93829    0.0652565    0.0599033       3099.3791
      24       197.79057    0.0774268    0.0840332       3099.3806
      25       197.64285    0.0759962    0.0657011       3099.3821
      26       197.49514    0.0802534    0.0607907       3099.3836
      27       197.34742    0.0514999    0.0540431       3099.3852
      28       197.19970    0.0791851    0.0675702       3099.3867
      29       197.05198    0.0786841    0.0495858       3099.3882
      30       196.90426    0.0696470    0.0694107       3099.3898
      31       196.75655    0.0574536    0.0659868       3099.3913
      32       196.60883    0.0574573    0.0535078       3099.3928
      33       196.46111    0.0814444    0.0640628       3099.3943
      34       196.31339    0.0634766    0.0799931       3099.3959
      35       196.16568    0.0702249    0.0778872       3099.3974
      36       196.01796    0.0754159    0.0737029       3099.3989
      37       195.87024    0.0686100    0.0760933       3099.4004
      38       195.72252    0.0630802    0.0733534       3099.4020
      39       195.57481    0.0865791    0.0736928       3099.4035
      40       195.42709    0.0824542    0.0827179       3099.4050
      41       195.27938    0.0722846    0.0656188       3099.4065
      42       195.13166    0.0809936    0.0654011       3099.4081
      43       194.98394    0.0786140    0.0753398       3099.4096
      44       194.83623    0.0684270    0.0767228       3099.4111
      45       194.68851    0.0873756    0.0647720       3099.4126
      46       194.54080    0.0727243    0.0596276       3099.4142
      47       194.39308    0.0643578    0.0731234       3099.4157
      48       194.24536    0.0713628    0.0493465       3099.4172
      49       194.09765    0.0510938    0.0714736       3099.4187
      50       193.94993    0.0631129    0.0594631       3099.4203
      51       193.80222    0.0654616    0.0639637       3099.4218
      52       193.65451    0.0575490    0.0672057       3099.4233
      53       193.50679    0.0547196    0.0580297       3099.4248
      54       193.35908    0.0661626    0.0743488       3099.4264
      55       193.21136    0.0757713    0.0681171       3099.4279
      56       193.06365    0.0739060    0.0675419       3099.4294
      57       192.91593    0.0779872    0.0698071       3099.4309
      58       192.76822    0.0690160    0.0746661       3099.4325
      59       192.62051    0.0640587    0.0798400       3099.4340
      60       192.47279    0.0694105    0.0657431       3099.4355
      61       192.32508    0.0645057    0.0784960       3099.4371
      62       192.17737    0.0734949    0.0858984       3099.4386
      63       192.02965    0.0733972    0.0783089       3099.4401
      64       191.88194    0.0699539    0.0717161       3099.4416
      65       191.73423    0.0655049    0.0670570       3099.4432
      66       191.58651    0.0744955    0.0756150       3099.4447
      67       191.43880    0.0775830    0.0789035       3099.4462
      68       191.29109    0.0793948    0.0794122       3099.4477
      69       191.14338    0.0778061    0.0740091       3099.4493
      70       190.99566    0.0706563    0.0683967       3099.4508
      71       190.84795    0.0769769    0.0549934       3099.4523
      72       190.70024    0.0756215    0.0804678       3099.4538
      73       190.55253    0.0580643    0.0739171       3099.4554
      74       190.40482    0.0701415    0.0575293       3099.4569
      75       190.25711    0.0679509    0.0738538       3099.4584
      76       190.10939    0.0669927    0.0798953       3099.4599
      77       189.96168    0.0801009    0.0822618       3099.4615
      78       189.81397    0.0697092    0.0571714       3099.4630
      79       189.66626    0.0532618    0.0829214       3099.4645
      80       189.51855    0.0748559    0.0789623       3099.4660
      81       189.37084    0.0544662    0.0664633       3099.4676
      82       189.22313    0.0732166    0.0720872       3099.4691
      83       189.07542    0.0763778    0.0801343       3099.4706
      84       188.92771    0.0742167    0.0784137       3099.4721
      85       188.78000    0.0820859    0.0809576       3099.4737
      86       188.63229    0.0673273    0.0711440       3099.4752
      87       188.48458    0.0673743    0.0652299       3099.4767
      88       188.33687    0.0684021    0.0893705       3099.4783
      89       188.18916    0.0783260    0.0787760       3099.4798
      90       188.04145    0.0613436    0.0585327       3099.4813
      91       187.89374    0.0493558    0.0551301       3099.4828
      92       187.74603    0.0703323    0.0666584       3099.4844
      93       187.59833    0.0577034    0.0641416       3099.4859
      94       187.45062    0.0604706    0.0645388       3099.4874
      95       187.30291    0.0729856    0.0589733       3099.4889
      96       187.15520    0.0667083    0.0712524       3099.4905
      97       187.00749    0.0605112    0.0719054       3099.4920
      98       186.85978    0.0730096    0.0650737       3099.4935
      99       186.71208    0.0702314    0.0619826       3099.4950
     100       186.56437    0.0733654    0.0721806       3099.4966
     101       186.41666    0.0746246    0.0656307       3099.4981
     102       186.26895    0.0621017    0.0816438       3099.4996
     103       186.12125    0.0720145    0.0705211       3099.5011
     104       185.97354    0.0650938    0.0676167       3099.5027
     105       185.82583    0.0675181    0.0735370       3099.5042
     106       185.67812    0.0722109    0.0772400       3099.5057
     107       185.53042    0.0611716    0.0547664       3099.5072
     108       185.38271    0.0693815    0.0653741       3099.5088
     109       185.23501    0.0618418    0.0589450       3099.5103
     110       185.08730    0.0760542    0.0769237       3099.5118
     111       184.93959    0.0557175    0.0739418       3099.5133
     112       184.79189    0.0671250    0.0754987       3099.5149
     113       184.64418    0.0622372    0.0668823       3099.5164
     114       184.49648    0.0552128    0.0811553       3099.5179
     115       184.34877    0.0597613    0.0557419       3099.5195
     116       184.20106    0.0683214    0.0772369       3099.5210
     117       184.05336    0.0605559    0.0767003       3099.5225
     118       183.90565    0.0601360    0.0781438       3099.5240
     119       183.75795    0.0764727    0.0595781       3099.5256
     120       183.61024    0.0619524    0.0622095       3099.5271
     121       183.46254    0.0595277    0.0717174       3099.5286
     122       183.31483    0.0514704    0.0690974       3099.5301
     123       183.16713    0.0846522    0.0734614       3099.5317
     124       183.01943    0.0680573    0.0602045       3099.5332
     125       182.87172    0.0760653    0.0748404       3099.5347
     126       182.72402    0.0881517    0.0736432       3099.5362
     127       182.57631    0.0638485    0.0777612       3099.5378
     128       182.42861    0.0667378    0.0607399       3099.5393
     129       182.28091    0.0840115    0.0575908       3099.5408
     130       182.13320    0.0563678    0.0628608       3099.5423
     131       181.98550    0.0569494    0.0630072       3099.5439
     132       181.83780    0.0574034    0.0587238       3099.5454
     133       181.69009    0.0872875    0.0796989       3099.5469
     134       181.54239    0.0608426    0.0706277       3099.5484
     135       181.39469    0.0678776    0.0703795       3099.5500
     136       181.24699    0.0647634    0.0681467       3099.5515
     137       181.09928    0.0729580    0.0711281       3099.5530
     138       180.95158    0.0666862    0.0633404       3099.5545
     139       180.80388    0.0798303    0.0674654       3099.5561
     140       180.65618    0.0455341    0.0711573       3099.5576
     141       180.50848    0.0747541    0.0830834       3099.5591
     142       180.36077    0.0605430    0.0857188       3099.5606
     143       180.21307    0.0682532    0.0794087       3099.5622
     144       180.06537    0.0758782    0.0517572       3099.5637
     145       179.91767    0.0707817    0.0624962       3099.5652
     146       179.76997    0.0554349    0.0710520       3099.5668
     147       179.62227    0.0753025    0.0670212       3099.5683
     148       179.47457    0.0694349    0.0616477       3099.5698
     149       179.32687    0.0700714    0.0903048       3099.5713
     150       179.17917    0.0701189    0.0580252       3099.5729
     151       179.03147    0.0645868    0.0592755       3099.5744
     152       178.88377    0.0656713    0.0747709       3099.5759
     153       178.73607    0.0616229    0.0605164       3099.5774
     154       178.58837    0.0767424    0.0819964       3099.5790
     155       178.44067    0.0642075    0.0659935       3099.5805
     156       178.29297    0.0658958    0.0692474       3099.5820
     157       178.14527    0.0543606    0.0654798       3099.5835
     158       177.99757    0.0597235    0.0649958       3099.5851
     159       177.84987    0.0764266    0.0699009       3099.5866
     160       177.70217    0.0597521    0.0814248       3099.5881
     161       177.55447    0.0667752    0.0617401       3099.5896
     162       177.40677    0.0519313    0.0655767       3099.5912
     163       177.25907    0.0649030    0.0680233       3099.5927
     164       177.11137    0.0696571    0.0689492       3099.5942
     165       176.96368    0.0660640    0.0585800       3099.5957
     166       176.81598    0.0696193    0.0761225       3099.5973
     167       176.66828    0.0621621    0.0430165       3099.5988
     168       176.52058    0.0711209    0.0650326       3099.6003
     169       176.37288    0.0713615    0.0721704       3099.6018
     170       176.22519    0.0747476    0.0650870       3099.6034
     171       176.07749    0.0687690    0.0772692       3099.6049
     172       175.92979    0.0659170    0.0693226       3099.6064
     173       175.78209    0.0641596    0.0690081       3099.6080
     174       175.63440    0.0797192    0.0766308       3099.6095
     175       175.48670    0.0474823    0.0894129       3099.6110
     176       175.33900    0.0737443    0.0875499       3099.6125
     177       175.19131    0.0704922    0.0605788       3099.6141
     178       175.04361    0.0715477    0.0651387       3099.6156
     179       174.89591    0.0554810    0.0814084       3099.6171
     180       174.74822    0.0725358    0.0647755       3099.6186
     181       174.60052    0.0579426    0.0797511       3099.6202
     182       174.45283    0.0692552    0.0675079       3099.6217
     183       174.30513    0.0610016    0.0575735       3099.6232
     184       174.15744    0.0654049    0.0667080       3099.6247
     185       174.00974    0.0609011    0.0653644       3099.6263
     186       173.86205    0.0532526    0.0784832       3099.6278
     187       173.71435    0.0606965    0.0812248       3099.6293
     188       173.56666    0.0641255    0.0822339       3099.6308
     189       173.41896    0.0709628    0.0717696       3099.6324
     190       173.27127    0.0680514    0.0746590       3099.6339
     191       173.12357    0.0796367    0.0897624       3099.6354
     192       172.97588    0.0678375    0.0616242       3099.6369
     193       172.82818    0.0637323    0.0744103       3099.6385
     194       172.68049    0.0785053    0.0732791       3099.6400
     195       172.53279    0.0767354    0.0734012       3099.6415
