       1       204.76611    0.0634647       3027.6949
       2       204.61489    0.0619534       3027.6964
       3       204.46367    0.0710128       3027.6980
       4       204.31245    0.0775016       3027.6995
       5       204.16123    0.0667315       3027.7010
       6       204.01001    0.0758320       3027.7025
       7       203.85879    0.0683770       3027.7041
       8       203.70757    0.0807520       3027.7056
       9       203.55635    0.0666801       3027.7071
      10       203.40513    0.0776245       3027.7086
      11       203.25392    0.0720522       3027.7102
      12       203.10270    0.0762015       3027.7117
      13       202.95148    0.0696275       3027.7132
      14       202.80026    0.0745171       3027.7147
      15       202.64904    0.0801749       3027.7163
      16       202.49783    0.0616586       3027.7178
      17       202.34661    0.0700684       3027.7193
      18       202.19539    0.0759639       3027.7208
      19       202.04417    0.0723264       3027.7224
      20       201.89296    0.0728529       3027.7239
      21       201.74174    0.0763730       3027.7254
      22       201.59052    0.0664782       3027.7269
      23       201.43931    0.0729299       3027.7285
      24       201.28809    0.0773540       3027.7300
      25       201.13688    0.0681109       3027.7315
      26       200.98566    0.0780326       3027.7330
      27       200.83444    0.0668443       3027.7346
      28       200.68323    0.0782367       3027.7361
      29       200.53201    0.0605486       3027.7376
      30       200.38080    0.0715969       3027.7392
      31       200.22958    0.0682126       3027.7407
      32       200.07837    0.0738849       3027.7422
      33       199.92715    0.0678139       3027.7437
      34       199.77594    0.0633606       3027.7453
      35       199.62472    0.0788167       3027.7468
      36       199.47351    0.0724747       3027.7483
      37       199.32229    0.0778133       3027.7498
      38       199.17108    0.0777359       3027.7514
      39       199.01987    0.0798804       3027.7529
      40       198.86865    0.0745313       3027.7544
      41       198.71744    0.0704574       3027.7559
      42       198.56622    0.0718784       3027.7575
      43       198.41501    0.0607408       3027.7590
      44       198.26380    0.0834882       3027.7605
      45       198.11258    0.0654030       3027.7620
      46       197.96137    0.0702633       3027.7636
      47       197.81016    0.0658832       3027.7651
      48       197.65895    0.0741307       3027.7666
      49       197.50773    0.0851889       3027.7681
      50       197.35652    0.0627531       3027.7697
      51       197.20531    0.0710120       3027.7712
      52       197.05410    0.0905984       3027.7727
      53       196.90288    0.0717891       3027.7742
      54       196.75167    0.0815349       3027.7758
      55       196.60046    0.0636106       3027.7773
      56       196.44925    0.0687527       3027.7788
      57       196.29804    0.0795483       3027.7803
      58       196.14683    0.0692300       3027.7819
      59       195.99562    0.0817656       3027.7834
      60       195.84441    0.0834971       3027.7849
      61       195.69320    0.0681362       3027.7865
      62       195.54198    0.0693179       3027.7880
      63       195.39077    0.0607160       3027.7895
      64       195.23956    0.0664361       3027.7910
      65       195.08835    0.0720639       3027.7926
      66       194.93714    0.0709249       3027.7941
      67       194.78593    0.0688768       3027.7956
      68       194.63472    0.0688819       3027.7971
      69       194.48352    0.0690274       3027.7987
      70       194.33231    0.0758704       3027.8002
      71       194.18110    0.0786918       3027.8017
      72       194.02989    0.0688649       3027.8032
      73       193.87868    0.0752224       3027.8048
      74       193.72747    0.0634366       3027.8063
      75       193.57626    0.0695738       3027.8078
      76       193.42505    0.0690266       3027.8093
      77       193.27385    0.0809454       3027.8109
      78       193.12264    0.0870217       3027.8124
      79       192.97143    0.0725541       3027.8139
      80       192.82022    0.0869373       3027.8154
      81       192.66901    0.0678553       3027.8170
      82       192.51781    0.0700134       3027.8185
      83       192.36660    0.0784479       3027.8200
      84       192.21539    0.0879538       3027.8215
      85       192.06418    0.0760626       3027.8231
      86       191.91298    0.0682481       3027.8246
      87       191.76177    0.0749998       3027.8261
      88       191.61056    0.0730552       3027.8277
      89       191.45936    0.0668822       3027.8292
      90       191.30815    0.0682395       3027.8307
      91       191.15695    0.0769943       3027.8322
      92       191.00574    0.0851604       3027.8338
      93       190.85453    0.0849463       3027.8353
      94       190.70333    0.0811101       3027.8368
      95       190.55212    0.0797378       3027.8383
      96       190.40092    0.0695789       3027.8399
      97       190.24971    0.0783063       3027.8414
      98       190.09851    0.0709146       3027.8429
      99       189.94730    0.0645729       3027.8444
     100       189.79610    0.0716359       3027.8460
     101       189.64489    0.0719691       3027.8475
     102       189.49369    0.0752201       3027.8490
     103       189.34248    0.0699298       3027.8505
     104       189.19128    0.0685718       3027.8521
     105       189.04008    0.0627635       3027.8536
     106       188.88887    0.0736066       3027.8551
     107       188.73767    0.0780216       3027.8566
     108       188.58647    0.0799226       3027.8582
     109       188.43526    0.0682226       3027.8597
     110       188.28406    0.0760029       3027.8612
     111       188.13286    0.0778910       3027.8627
     112       187.98165    0.0741351       3027.8643
     113       187.83045    0.0679751       3027.8658
     114       187.67925    0.0657457       3027.8673
     115       187.52804    0.0671856       3027.8689
     116       187.37684    0.0687420       3027.8704
     117       187.22564    0.0683764       3027.8719
     118       187.07444    0.0688657       3027.8734
     119       186.92324    0.0789676       3027.8750
     120       186.77204    0.0734238       3027.8765
     121       186.62083    0.0714514       3027.8780
