       1       189.97460  -0.00660234       3347.6305
       2       189.83784   0.00450012       3347.6320
       3       189.70108  0.000401540       3347.6336
       4       189.56432   0.00186999       3347.6351
       5       189.42756   0.00780234       3347.6366
       6       189.29080  -0.00274955       3347.6381
       7       189.15404  -0.00581686       3347.6397
       8       189.01728  -0.00957486       3347.6412
       9       188.88052  -0.00357066       3347.6427
      10       188.74376   0.00180734       3347.6442
      11       188.60700  0.000810730       3347.6458
      12       188.47024  -0.00336221       3347.6473
      13       188.33348   -0.0129518       3347.6488
      14       188.19672   -0.0127439       3347.6503
      15       188.05996   0.00434259       3347.6519
      16       187.92320   0.00212644       3347.6534
      17       187.78644   0.00461286       3347.6549
      18       187.64968   0.00618150       3347.6564
      19       187.51292  -0.00110056       3347.6580
      20       187.37617  -0.00228147       3347.6595
      21       187.23941  -0.00450367       3347.6610
      22       187.10265   0.00710132       3347.6625
      23       186.96589   -0.0126294       3347.6641
      24       186.82913   0.00491394       3347.6656
      25       186.69238  -0.00208548       3347.6671
      26       186.55562   -0.0119051       3347.6686
      27       186.41886   -0.0105635       3347.6702
      28       186.28210  -0.00129199       3347.6717
      29       186.14535   0.00614387       3347.6732
      30       186.00859  -0.00302198       3347.6748
      31       185.87183   0.00617477       3347.6763
      32       185.73507  -0.00799216       3347.6778
      33       185.59832   0.00859335       3347.6793
      34       185.46156   0.00364405       3347.6809
      35       185.32480   0.00333343       3347.6824
      36       185.18805   -0.0120502       3347.6839
      37       185.05129   0.00348884       3347.6854
      38       184.91453   0.00112850       3347.6870
      39       184.77778  -0.00843240       3347.6885
      40       184.64102  -0.00145963       3347.6900
      41       184.50427  -0.00419940       3347.6915
      42       184.36751  -0.00499060       3347.6931
      43       184.23076   0.00543523       3347.6946
      44       184.09400   0.00628099       3347.6961
      45       183.95724  0.000182885       3347.6976
      46       183.82049   -0.0114933       3347.6992
      47       183.68373  0.000789957       3347.7007
      48       183.54698   -0.0136993       3347.7022
      49       183.41022   -0.0134879       3347.7037
      50       183.27347  -0.00989119       3347.7053
      51       183.13671  -0.00344048       3347.7068
      52       182.99996   0.00669916       3347.7083
      53       182.86321   0.00220463       3347.7098
      54       182.72645  -0.00320903       3347.7114
      55       182.58970  -0.00751101       3347.7129
      56       182.45294  -0.00237257       3347.7144
      57       182.31619  -0.00511035       3347.7159
      58       182.17944   0.00392081       3347.7175
      59       182.04268  -0.00215281       3347.7190
      60       181.90593   0.00285166       3347.7205
      61       181.76918   0.00699030       3347.7221
      62       181.63242  -0.00536975       3347.7236
      63       181.49567   0.00191688       3347.7251
      64       181.35892  -0.00627539       3347.7266
      65       181.22216 -0.000302447       3347.7282
      66       181.08541   0.00183040       3347.7297
      67       180.94866   0.00498946       3347.7312
      68       180.81190  0.000158154       3347.7327
      69       180.67515 -0.000319835       3347.7343
      70       180.53840  -0.00220126       3347.7358
      71       180.40165   0.00294704       3347.7373
      72       180.26490 -0.000195851       3347.7388
      73       180.12814   0.00764408       3347.7404
      74       179.99139  -0.00494354       3347.7419
      75       179.85464 -0.000391404       3347.7434
      76       179.71789  0.000440583       3347.7449
      77       179.58114    0.0160772       3347.7465
      78       179.44439  -0.00492232       3347.7480
      79       179.30764 -0.000147623       3347.7495
      80       179.17088  -0.00250300       3347.7510
      81       179.03413 -0.000845873       3347.7526
      82       178.89738  -0.00236802       3347.7541
      83       178.76063  -0.00237489       3347.7556
      84       178.62388  -0.00524937       3347.7571
      85       178.48713  -0.00399488       3347.7587
      86       178.35038  -0.00550487       3347.7602
      87       178.21363    0.0108225       3347.7617
      88       178.07688   0.00906017       3347.7633
      89       177.94013  -0.00526884       3347.7648
      90       177.80338  -0.00424051       3347.7663
      91       177.66663   0.00112635       3347.7678
      92       177.52988   0.00591678       3347.7694
      93       177.39313   0.00337326       3347.7709
      94       177.25638   0.00287464       3347.7724
      95       177.11963   0.00590570       3347.7739
      96       176.98289  0.000320360       3347.7755
      97       176.84614   0.00280354       3347.7770
      98       176.70939  -0.00126282       3347.7785
      99       176.57264  -0.00178585       3347.7800
     100       176.43589  0.000750704       3347.7816
     101       176.29914  -0.00169968       3347.7831
     102       176.16239 -0.000709440       3347.7846
     103       176.02565  -0.00355947       3347.7861
     104       175.88890   0.00584341       3347.7877
